"","Order","Suborder","Family","Subfamily","Genus","Species","genus_species","Feng_tiplabel","mod_tiplabel","Adult_habitat","Activity_period","Mating_habitat","Life_history","Larval_habitat","Sex_dichromatism","Sex_size_dimorphism","Female_max_SVL","Male_max_SVL","Pupil_shape"
"153","Anura","Archaeobatrachia","Pelodytidae",NA,"Pelodytes","punctatus","Pelodytes_punctatus",NA,"Pelodytes_punctatus_Pelodytidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",43,36,"Vertical slit"
"154","Anura","Neobatrachia","Ranidae",NA,"Pelophylax","ridibundus","Pelophylax_ridibundus",NA,"Pelophylax_ridibundus_Ranidae","Semiaquatic","Both","Lotic water","Free-living larvae","Lotic water","Absent","Females larger",170,120,"Horizontal slit"
"155","Anura","Neobatrachia","Petropedetidae",NA,"Petropedetes","parkeri","Petropedetes_parkeri","Petropedetes_parkeri_Petropedetidae","Petropedetes_parkeri_Petropedetidae","Scansorial","Both","Ground","Free-living larvae","On land","Absent","Males larger",61.3,74.3,"Unknown"
"156","Anura","Neobatrachia","Hyperoliidae",NA,"Phlyctimantis ","verrucosus","Phlyctimantis _verrucosus",NA,"Phlyctimantis_verrucosus_Hyperoliidae","Scansorial","Unknown","Plants","Free-living larvae","Lentic water","Absent","Unknown",51,52,"Vertical slit"
"157","Anura","Neobatrachia","Phrynobatrachidae",NA,"Phrynobatrachus","krefftii","Phrynobatrachus_krefftii","Phrynobatrachus_krefftii_Phrynobatrachidae","Phrynobatrachus_krefftii_Phrynobatrachidae","Semiaquatic","Diurnal","Lentic water","Free-living larvae","Lotic water","Absent","Unknown",40,50,"Horizontal shape"
"158","Anura","Neobatrachia","Phrynobatrachidae",NA,"Phrynobatrachus","natalensis","Phrynobatrachus_natalensis","Phrynobatrachus_natalensis_Phrynobatrachidae","Phrynobatrachus_natalensis_Phrynobatrachidae","Ground-dwelling","Diurnal","Lentic water","Free-living larvae","Lentic water","Present","Absent",40,34,"Horizontal shape"
"159","Anura","Neobatrachia","Bufonidae",NA,"Phrynoidis","asper","Phrynoidis_asper","Phrynoidis_aspera_Bufonidae","Phrynoidis_aspera_Bufonidae","Semiaquatic","Nocturnal","Lotic water","Free-living larvae","Lotic water","Absent","Females larger",120.8,98.2,"Horizontal slit"
"160","Anura","Neobatrachia","Bufonidae",NA,"Phrynoidis","juxtasper","Phrynoidis_juxtasper","Phrynoidis_juxtaspera_Bufonidae","Phrynoidis_juxtaspera_Bufonidae","Ground-dwelling","Unknown","Lotic water","Free-living larvae","Unknown","Absent","Females larger",170,122,"Horizontal slit"
"161","Anura","Neobatrachia","Microhylidae","Phrynomerinae","Phrynomantis","microps","Phrynomantis_microps","Phrynomantis_microps_Microhylidae","Phrynomantis_microps_Microhylidae","Subfossorial","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Unknown",62.4,47.3,"Unknown"
"162","Anura","Neobatrachia","Leptodactylidae","Leiuperinae","Physalaemus","cuvieri","Physalaemus_cuvieri","Physalaemus_cuvieri_Leptodactylidae","Physalaemus_cuvieri_Leptodactylidae","Ground-dwelling","Nocturnal","Lentic water","Unknown","Unknown","Absent","Unknown",29.5,28.24,"Horizontal shape"
"163","Anura","Archaeobatrachia","Pipidae",NA,"Pipa","carvalhoi","Pipa_carvalhoi",NA,"Pipa_carvalhoi_Pipidae","Aquatic","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",68,57,"Other"
"164","Anura","Archaeobatrachia","Pipidae",NA,"Pipa","pipa","Pipa_pipa","Pipa_pipa_Pipidae","Pipa_pipa_Pipidae","Aquatic","Nocturnal","Lentic water","No free-living larvae","No larvae","Absent","Unknown",139.4,128.7,"Other"
"165","Anura","Neobatrachia","Phyllomedusidae",NA,"Pithecopus","hypochondrialis","Pithecopus_hypochondrialis","Phyllomedusa_hypochondrialis_Hylidae","Phyllomedusa_hypochondrialis_Hylidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lentic water","Unknown","Females larger",51,38,"Vertical slit"
"166","Anura","Neobatrachia","Ceratobatrachidae","Ceratobatrachinae","Platymantis","hazelae","Platymantis_hazelae","Platymantis_hazelae_Ceratobatrachidae","Platymantis_hazelae_Ceratobatrachidae","Scansorial","Unknown","Unknown","No free-living larvae","No larvae","Absent","Females larger",34,26,"Unknown"
"167","Anura","Neobatrachia","Microhylidae","Cophylinae","Plethodontohyla","notosticta","Plethodontohyla_notosticta",NA,"Plethodontohyla_notosticta_Microhylidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lentic water","Absent","Unknown",38.5,37.23,"Horizontal shape"
"168","Anura","Neobatrachia","Leptodactylidae","Leiuperinae","Pleurodema","thaul","Pleurodema_thaul","Pleurodema_thaul_Leptodactylidae","Pleurodema_thaul_Leptodactylidae","Ground-dwelling","Nocturnal","Unknown","Free-living larvae","Lentic water","Present","Females larger",49.7,41.7,"Horizontal slit"
"169","Anura","Neobatrachia","Brevicipitidae",NA,"Probreviceps","loveridgei","Probreviceps_loveridgei",NA,"Probreviceps_loveridgei_Brevicipitidae","Subfossorial","Nocturnal","Ground","No free-living larvae","No larvae","Absent","Females larger",45,33,"Horizontal slit"
"170","Anura","Neobatrachia","Odontophrynidae",NA,"Proceratophrys","boiei","Proceratophrys_boiei","Proceratophrys_boiei_Odontophrynidae","Proceratophrys_boiei_Odontophrynidae","Subfossorial","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Unknown",74,62,"Horizontal slit"
"171","Anura","Archaeobatrachia","Pipidae",NA,"Pseudhymenochirus","merlini","Pseudhymenochirus_merlini","Pseudhymenochirus_merlini_Pipidae","Pseudhymenochirus_merlini_Pipidae","Aquatic","Unknown","Lentic water","Free-living larvae","Lentic water","Absent","Unknown",NA,NA,"Other"
"172","Anura","Neobatrachia","Hylidae","Pseudinae","Pseudis","paradoxa","Pseudis_paradoxa","Pseudis_paradoxa_Hylidae","Pseudis_paradoxa_Hylidae","Aquatic","Both","Lentic water","Free-living larvae","Lentic water","Absent","Unknown",60,50.91,"Horizontal shape"
"173","Anura","Neobatrachia","Ptychadenidae",NA,"Ptychadena","mascareniensis","Ptychadena_mascareniensis","Ptychadena_mascareniensis_Ptychadenidae","Ptychadena_mascareniensis_Ptychadenidae","Ground-dwelling","Both","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",68,57,"Unknown"
"174","Anura","Neobatrachia","Ptychadenidae",NA,"Ptychadena","oxyrhynchus","Ptychadena_oxyrhynchus","Ptychadena_oxyrhynchus_Ptychadenidae","Ptychadena_oxyrhynchus_Ptychadenidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",85,62,"Unknown"
"175","Anura","Neobatrachia","Pyxicephalidae","Pyxicephalinae","Pyxicephalus","edulis","Pyxicephalus_edulis","Pyxicephalus_edulis_Pyxicephalidae","Pyxicephalus_edulis_Pyxicephalidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Present","Males larger",110,120,"Unknown"
"176","Anura","Neobatrachia","Dicroglossidae","Dicroglossinae","Quasipaa","fasciculispina","Quasipaa_fasciculispina",NA,"Quasipaa_fasciculispina_Dicroglossidae","Semiaquatic","Unknown","Lotic water","Unknown","Unknown","Absent","Unknown",NA,NA,"Unknown"
"177","Anura","Neobatrachia","Ranidae",NA,"Rana","amurensis","Rana_amurensis","Rana_amurensis_Ranidae","Rana_amurensis_Ranidae","Ground-dwelling","Unknown","Lentic water","Free-living larvae","Lentic water","Unknown","Females larger",66.5,41,"Horizontal slit"
"178","Anura","Neobatrachia","Ranidae",NA,"Rana","chensinensis","Rana_chensinensis","Rana_chensinensis_Ranidae","Rana_chensinensis_Ranidae","Ground-dwelling","Unknown","Lentic water","Free-living larvae","Lentic water","Absent","Absent",56,56,"Unknown"
"179","Anura","Neobatrachia","Ranidae",NA,"Rana","japonica","Rana_japonica","Rana_japonica_Ranidae","Rana_japonica_Ranidae","Ground-dwelling","Diurnal","Lentic water","Free-living larvae","Lentic water","Absent","Absent",72,65,"Unknown"
"180","Anura","Neobatrachia","Ranidae",NA,"Rana","temporaria","Rana_temporaria","Rana_temporaria_Ranidae","Rana_temporaria_Ranidae","Ground-dwelling","Both","Lentic water","Free-living larvae","Lentic water","Present","Females larger",73.55,75,"Horizontal slit"
"181","Anura","Neobatrachia","Pelodryadidae","Pelodryadinae","Ranoidea","caerulea","Ranoidea_caerulea","Litoria_caerulea_Hylidae","Litoria_caerulea_Hylidae","Scansorial","Nocturnal","Lentic water","Free-living larvae","Lentic water","Unknown","Females larger",110,77,"Horizontal slit"
"182","Anura","Neobatrachia","Pelodryadidae","Pelodryadinae","Ranoidea","platycephala","Ranoidea_platycephala",NA,"Ranoidea_platycephala_Hylidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",72,64,"Horizontal slit"
"183","Anura","Neobatrachia","Bufonidae",NA,"Rentapia","hosii","Rentapia_hosii",NA,"Rentapia_hosii_Bufonidae","Scansorial","Unknown","Plants","Free-living larvae","Lotic water","Present","Females larger",104.8,79.6,"Horizontal slit"
"184","Anura","Neobatrachia","Rhacophoridae","Rhacophorinae","Rhacophorus","dennysi","Rhacophorus_dennysi","Rhacophorus_dennysi_Rhacophoridae","Rhacophorus_dennysi_Rhacophoridae","Scansorial","Unknown","Plants","Free-living larvae","Lentic water","Absent","Females larger",112,93,"Horizontal slit"
"185","Anura","Neobatrachia","Bufonidae",NA,"Rhaebo","glaberrimus","Rhaebo_glaberrimus","Rhaebo_glaberrimus_Bufonidae","Rhaebo_glaberrimus_Bufonidae","Ground-dwelling","Nocturnal","Unknown","Free-living larvae","Unknown","Absent","Unknown",NA,NA,"Horizontal slit"
"186","Anura","Neobatrachia","Bufonidae",NA,"Rhaebo","nasicus","Rhaebo_nasicus","Rhaebo_nasicus_Bufonidae","Rhaebo_nasicus_Bufonidae","Subfossorial","Diurnal","Unknown","Unknown","Unknown","Unknown","Females larger",68.5,47.2,"Horizontal slit"
"187","Anura","Neobatrachia","Bufonidae",NA,"Rhinella","marina","Rhinella_marina","Rhinella_marina_Bufonidae","Rhinella_marina_Bufonidae","Ground-dwelling","Nocturnal","Lotic water","Free-living larvae","Lentic water","Present","Females larger",225,150,"Horizontal slit"
"188","Anura","Neobatrachia","Bufonidae",NA,"Rhinella","ocellata","Rhinella_ocellata","Rhinella_ocellata_Bufonidae","Rhinella_ocellata_Bufonidae","Ground-dwelling","Nocturnal","Lentic water","Unknown","Unknown","Absent","Unknown",NA,NA,"Horizontal slit"
"189","Anura","Neobatrachia","Rhinodermatidae",NA,"Rhinoderma","darwinii","Rhinoderma_darwinii","Rhinoderma_darwinii_Rhinodermatidae","Rhinoderma_darwinii_Rhinodermatidae","Ground-dwelling","Diurnal","Ground","No free-living larvae","No larvae","Absent","Unknown",31,28,"Other"
"190","Anura","Archaeobatrachia","Rhinophrynidae",NA,"Rhinophrynus","dorsalis","Rhinophrynus_dorsalis","Rhinophrynus_dorsalis_Rhinophrynidae","Rhinophrynus_dorsalis_Rhinophrynidae","Fossorial","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",88,88,"Vertical slit"
"191","Anura","Neobatrachia","Microhylidae","Scaphiophryninae","Scaphiophryne","marmorata","Scaphiophryne_marmorata","Scaphiophryne_marmorata_Microhylidae","Scaphiophryne_marmorata_Microhylidae","Subfossorial","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",44,43.99,"Horizontal slit"
"192","Anura","Archaeobatrachia","Scaphiopodidae",NA,"Scaphiopus","couchii","Scaphiopus_couchii","Scaphiopus_couchii_Scaphiopodidae","Scaphiopus_couchii_Scaphiopodidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Present","Unknown",87,84,"Vertical slit"
"193","Anura","Archaeobatrachia","Scaphiopodidae",NA,"Scaphiopus","holbrookii","Scaphiopus_holbrookii","Scaphiopus_holbrookii_Scaphiopodidae","Scaphiopus_holbrookii_Scaphiopodidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Absent",63.5,63,"Vertical slit"
"194","Anura","Neobatrachia","Bufonidae",NA,"Schismaderma","carens","Schismaderma_carens","Schismaderma_carens_Bufonidae","Schismaderma_carens_Bufonidae","Ground-dwelling","Both","Lentic water","Free-living larvae","Lotic water","Present","Females larger",92,88,"Horizontal slit"
"195","Anura","Neobatrachia","Hylidae",NA,"Scinax","ruber","Scinax_ruber","Scinax_ruber_Hylidae","Scinax_ruber_Hylidae","Scansorial","Both","Plants","Free-living larvae","Lentic water","Absent","Females larger",42,37,"Horizontal slit"
"196","Anura","Neobatrachia","Bufonidae",NA,"Sclerophrys","brauni","Sclerophrys_brauni","Sclerophrys_brauni_Bufonidae","Sclerophrys_brauni_Bufonidae","Ground-dwelling","Unknown","Lotic water","Free-living larvae","Lotic water","Absent","Females larger",110,65,"Horizontal slit"
"197","Anura","Neobatrachia","Bufonidae",NA,"Sclerophrys","maculata","Sclerophrys_maculata","Sclerophrys_maculata_Bufonidae","Sclerophrys_maculata_Bufonidae","Ground-dwelling","Both","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",80,64,"Horizontal slit"
"198","Anura","Neobatrachia","Arthroleptidae","Astylosterninae","Scotobleps","gabonicus","Scotobleps_gabonicus","Scotobleps_gabonicus_Arthroleptidae","Scotobleps_gabonicus_Arthroleptidae","Ground-dwelling","Nocturnal","Ground","Free-living larvae","Lotic water","Absent","Unknown",NA,NA,"Vertical slit"
"199","Anura","Archaeobatrachia","Megophryidae",NA,"Scutiger","boulengeri","Scutiger_boulengeri",NA,"Scutiger_boulengeri_Megophryidae","Ground-dwelling","Unknown","Lotic water","Free-living larvae","Lotic water","Unknown","Females larger",67.7,58.9,"Vertical slit"
"200","Anura","Neobatrachia","Sooglossidae",NA,"Sooglossus","sechellensis","Sooglossus_sechellensis",NA,"Sooglossus_sechellensis_Sooglossidae","Subfossorial","Both","Ground","Free-living larvae","On land","Absent","Females larger",20,17.7,"Horizontal slit"
"201","Anura","Archaeobatrachia","Scaphiopodidae",NA,"Spea","bombifrons","Spea_bombifrons",NA,NA,"Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Unknown",48.5,45,"Vertical slit"
"202","Anura","Archaeobatrachia","Scaphiopodidae",NA,"Spea","intermontana","Spea_intermontana","Spea_intermontana_Scaphiopodidae","Spea_intermontana_Scaphiopodidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",63,59,"Vertical slit"
"203","Anura","Archaeobatrachia","Scaphiopodidae",NA,"Spea","multiplicata","Spea_multiplicata","Spea_multiplicata_Scaphiopodidae","Spea_multiplicata_Scaphiopodidae","Ground-dwelling","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",64,59,"Vertical slit"
"204","Anura","Neobatrachia","Brevicipitidae",NA,"Spelaeophryne","methneri","Spelaeophryne_methneri","Spelaeophryne_methneri_Brevicipitidae","Spelaeophryne_methneri_Brevicipitidae","Subfossorial","Unknown","Unknown","Unknown","Unknown","Absent","Absent",53,53,"Horizontal slit"
"205","Anura","Neobatrachia","Hemiphractidae","Hemiphractinae","Stefania","evansi","Stefania_evansi",NA,"Stefania_evansi_Hemiphractidae","Scansorial","Nocturnal","Unknown","No free-living larvae","No larvae","Absent","Females larger",98,53,"Unknown"
"206","Anura","Neobatrachia","Craugastoridae","Craugastorinae","Strabomantis","bufoniformis","Strabomantis_bufoniformis",NA,"Strabomantis_bufoniformis_Strabomantidae","Ground-dwelling","Nocturnal","Ground","No free-living larvae","No larvae","Absent","Females larger",94,59,"Horizontal slit"
"207","Anura","Neobatrachia","Pyxicephalidae","Cacosterninae","Strongylopus","grayii","Strongylopus_grayii","Strongylopus_grayii_Pyxicephalidae","Strongylopus_grayii_Pyxicephalidae","Ground-dwelling","Both","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",49.5,NA,"Unknown"
"208","Anura","Neobatrachia","Microhylidae","Cophylinae","Stumpffia","?grandis","Stumpffia_?grandis",NA,"Stumpffia_grandis_Microhylidae","Ground-dwelling","Nocturnal","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,"Unknown"
"209","Anura","Neobatrachia","Ranidae",NA,"Sylvirana","guentheri","Sylvirana_guentheri","Sylvirana_guentheri_Ranidae","Sylvirana_guentheri_Ranidae","Semiaquatic","Nocturnal","Lentic water","Free-living larvae","Lentic water","Unknown","Females larger",76,68,"Horizontal shape"
"210","Anura","Neobatrachia","Microhylidae","Otophryninae","Synapturanus","mirandaribeiroi","Synapturanus_mirandaribeiroi",NA,"Synapturanus_mirandaribeiroi_Microhylidae","Subfossorial","Unknown","Unknown","Free-living larvae","On land","Unknown","Unknown",30.15,NA,"Unknown"
"211","Anura","Neobatrachia","Telmatobiidae",NA,"Telmatobius","culeus","Telmatobius_culeus",NA,"Telmatobius_culeus_Telmatobiidae","Aquatic","Both","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",138,138,"Other"
"212","Anura","Neobatrachia","Centrolenidae","Centroleninae","Teratohyla","spinosa","Teratohyla_spinosa","Teratohyla_spinosa_Centrolenidae","Teratohyla_spinosa_Centrolenidae","Scansorial","Nocturnal","Plants","Free-living larvae","Lentic water","Absent","Females larger",24,20,"Horizontal slit"
"213","Anura","Neobatrachia","Cycloramphidae",NA,"Thoropa","miliaris","Thoropa_miliaris",NA,"Thoropa_miliaris_Cycloramphidae","Ground-dwelling","Nocturnal","Ground","Free-living larvae","Unknown","Absent","Females larger",81,71,"Horizontal shape"
"214","Anura","Neobatrachia","Hylidae","Lophyohylinae","Trachycephalus","typhonius","Trachycephalus_typhonius","Trachycephalus_typhonius_Hylidae","Trachycephalus_typhonius_Hylidae","Scansorial","Nocturnal","Lentic water","Free-living larvae","Lentic water","Present","Females larger",114,101,"Horizontal slit"
"215","Anura","Neobatrachia","Arthroleptidae","Astylosterninae","Trichobatrachus","robustus","Trichobatrachus_robustus","Trichobatrachus_robustus_Arthroleptidae","Trichobatrachus_robustus_Arthroleptidae","Semiaquatic","Unknown","Lotic water","Free-living larvae","Lotic water","Absent","Males larger",112.7,124.9,"Vertical slit"
"216","Anura","Neobatrachia","Microhylidae","Microhylinae","Uperodon","globulosus","Uperodon_globulosus",NA,"Uperodon_globulosus_Microhylidae","Fossorial","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Unknown",84,65,"Other"
"217","Anura","Neobatrachia","Microhylidae","Microhylinae","Uperodon","systoma","Uperodon_systoma","Uperodon_systoma_Microhylidae","Uperodon_systoma_Microhylidae","Fossorial","Unknown","Lentic water","Unknown","Unknown","Absent","Unknown",66,53,"Unknown"
"218","Anura","Neobatrachia","Myobatrachidae",NA,"Uperoleia","laevigata","Uperoleia_laevigata","Uperoleia_laevigata_Myobatrachidae","Uperoleia_laevigata_Myobatrachidae","Ground-dwelling","Nocturnal","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,"Unknown"
"219","Anura","Archaeobatrachia","Pipidae",NA,"Xenopus","fraseri","Xenopus_fraseri",NA,"Xenopus_fraseri_Pipidae","Aquatic","Unknown","Lentic water","Free-living larvae","Lentic water","Absent","Unknown",NA,NA,"Other"
"220","Anura","Archaeobatrachia","Pipidae",NA,"Xenopus","tropicalis","Xenopus_tropicalis",NA,"Xenopus_tropicalis_Pipidae","Aquatic","Nocturnal","Lentic water","Free-living larvae","Lentic water","Absent","Females larger",55,39,"Other"
