,Order,Suborder,Family,Subfamily,Genus,Species,genus_species,Feng_tiplabel,mod_tiplabel,Museum,SpecimenNumber,Sex,Stage,SVL_mm,Mass_g,ED_right_mm,ED_left_mm,CD_right_mm,CD_left_mm,Ant_dis_mm,Post_dis_mm,PostLid_dis_mm,EL_R_mm,EL_L_mm,Measured_by
574,Anura,Archaeobatrachia,Megophryidae,NA,Scutiger,boulengeri,Scutiger_boulengeri,NA,Scutiger_boulengeri_Megophryidae,NHM,1972.53,NA,adult,55.2,13,7.6,7.4,6.1,5.7,8.4,15.2,NA,2.2,2.6,Kate_Thomas
575,Anura,Archaeobatrachia,Megophryidae,NA,Scutiger,boulengeri,Scutiger_boulengeri,NA,Scutiger_boulengeri_Megophryidae,NHM,1972.528,NA,adult,50,11,6.9,7.1,5.6,5.6,NA,15,NA,2.6,2.5,Kate_Thomas
576,Anura,Archaeobatrachia,Megophryidae,NA,Scutiger,boulengeri,Scutiger_boulengeri,NA,Scutiger_boulengeri_Megophryidae,NHM,1972.529,NA,adult,57.4,15,6.2,5.9,5.2,5.5,8.3,14.5,NA,2,2.7,Kate_Thomas
577,Anura,Neobatrachia,Sooglossidae,NA,Sooglossus,sechellensis,Sooglossus_sechellensis,NA,Sooglossus_sechellensis_Sooglossidae,NHM,1910.3.18.53,NA,adult,17.9,0.7,3.1,3.2,2.7,2.7,3.4,NA,6,0.8,0.7,Kate_Thomas
578,Anura,Neobatrachia,Sooglossidae,NA,Sooglossus,sechellensis,Sooglossus_sechellensis,NA,Sooglossus_sechellensis_Sooglossidae,NHM,1910.3.18.54,NA,adult,19.1,0.9,3.2,3.2,2.9,2.7,3.2,NA,5.9,0.6,0.7,Kate_Thomas
579,Anura,Neobatrachia,Sooglossidae,NA,Sooglossus,sechellensis,Sooglossus_sechellensis,NA,Sooglossus_sechellensis_Sooglossidae,NHM,1907.10.15.117,NA,adult,25,1.5,3.9,4.1,3.5,3.4,5.3,NA,7.8,0.8,0.9,Kate_Thomas
580,Anura,Archaeobatrachia,Scaphiopodidae,NA,Spea,bombifrons,Spea_bombifrons,NA,Spea_bombifrons_Scaphiopodidae,NHM,1957.1.7.8,NA,adult,51,13,7.5,7,6,5.9,8.1,14.2,NA,3.7,3.8,Kate_Thomas
581,Anura,Archaeobatrachia,Scaphiopodidae,NA,Spea,bombifrons,Spea_bombifrons,NA,Spea_bombifrons_Scaphiopodidae,NHM,1957.1.7.5,NA,adult,53.5,14,7.3,7.8,5.7,5.5,6.6,14.3,NA,2.1,2.7,Kate_Thomas
582,Anura,Archaeobatrachia,Scaphiopodidae,NA,Spea,bombifrons,Spea_bombifrons,NA,Spea_bombifrons_Scaphiopodidae,NHM,1957.1.7.17,NA,adult,52.2,15,7.8,7.4,5.6,5.6,8.3,15.1,NA,3.3,3.1,Kate_Thomas
583,Anura,Archaeobatrachia,Scaphiopodidae,NA,Spea,bombifrons,Spea_bombifrons,NA,Spea_bombifrons_Scaphiopodidae,NHM,1957.1.7.13,NA,adult,54.6,16,7.5,7.1,5.6,5.6,7.3,15,NA,2.5,2.5,Kate_Thomas
584,Anura,Archaeobatrachia,Scaphiopodidae,NA,Spea,intermontana,Spea_intermontana,Spea_intermontana_Scaphiopodidae,Spea_intermontana_Scaphiopodidae,NCSM,NCSM543,NA,adult,47.4,13,7.8,7.9,5.3,5,7.7,NA,13.7,2.6,2.5,Kate_Thomas
585,Anura,Archaeobatrachia,Scaphiopodidae,NA,Spea,intermontana,Spea_intermontana,Spea_intermontana_Scaphiopodidae,Spea_intermontana_Scaphiopodidae,NCSM,NCSM7872,NA,adult,43.8,12,6.5,5.6,4.7,4.5,7.8,NA,13.3,2,2.4,Kate_Thomas
586,Anura,Archaeobatrachia,Scaphiopodidae,NA,Spea,multiplicata,Spea_multiplicata,Spea_multiplicata_Scaphiopodidae,Spea_multiplicata_Scaphiopodidae,NCSM,NCSM84230,NA,adult,45.9,11,6.4,6.6,5,5.1,9.1,NA,14.3,2.7,2,Kate_Thomas
587,Anura,Archaeobatrachia,Scaphiopodidae,NA,Spea,multiplicata,Spea_multiplicata,Spea_multiplicata_Scaphiopodidae,Spea_multiplicata_Scaphiopodidae,NCSM,NCSM78438,NA,adult,49.5,11,NA,7.4,NA,6.2,7.3,NA,13.9,NA,2.4,Kate_Thomas
588,Anura,Archaeobatrachia,Scaphiopodidae,NA,Spea,multiplicata,Spea_multiplicata,Spea_multiplicata_Scaphiopodidae,Spea_multiplicata_Scaphiopodidae,NCSM,NCSM85823,NA,adult,49.3,17,6.9,6.6,5.2,5.3,8.8,NA,14.9,2.3,2.3,Kate_Thomas
589,Anura,Neobatrachia,Brevicipitidae,NA,Spelaeophryne,methneri,Spelaeophryne_methneri,Spelaeophryne_methneri_Brevicipitidae,Spelaeophryne_methneri_Brevicipitidae,NHM,1969.1489,NA,adult,52.7,9.4,2.8,3,2.6,2.7,6.2,NA,9.6,2.1,2.2,Kate_Thomas
590,Anura,Neobatrachia,Brevicipitidae,NA,Spelaeophryne,methneri,Spelaeophryne_methneri,Spelaeophryne_methneri_Brevicipitidae,Spelaeophryne_methneri_Brevicipitidae,NHM,1969.149,NA,adult,32.9,4.1,2.9,2.7,2.4,2.4,5.3,NA,8.2,1.5,1.4,Kate_Thomas
591,Anura,Neobatrachia,Brevicipitidae,NA,Spelaeophryne,methneri,Spelaeophryne_methneri,Spelaeophryne_methneri_Brevicipitidae,Spelaeophryne_methneri_Brevicipitidae,NHM,1969.1491,NA,adult,28.9,2.8,2.6,2.3,1.9,2,4.9,NA,7.2,1.4,1.3,Kate_Thomas
592,Anura,Neobatrachia,Hemiphractidae,NA,Stefania,evansi,Stefania_evansi,NA,Stefania_evansi_Hemiphractidae,NHM,1976.2017,NA,adult,51,8.2,7.6,8.1,6.7,7,8.3,15.5,NA,1.7,1.4,Kate_Thomas
593,Anura,Neobatrachia,Hemiphractidae,NA,Stefania,evansi,Stefania_evansi,NA,Stefania_evansi_Hemiphractidae,NHM,1976.2491,NA,adult,69.5,23.9,9.6,9.1,7.5,7.8,12,19.2,NA,2.5,2.7,Kate_Thomas
594,Anura,Neobatrachia,Hemiphractidae,NA,Stefania,evansi,Stefania_evansi,NA,Stefania_evansi_Hemiphractidae,NHM,1976.2012,NA,adult,65.2,21.5,8.5,8.1,NA,6.8,12.2,18.2,NA,3.2,33,Kate_Thomas
595,Anura,Neobatrachia,Hemiphractidae,NA,Stefania,evansi,Stefania_evansi,NA,Stefania_evansi_Hemiphractidae,NHM,1976.2013,NA,adult,53.6,8.7,9.4,8.5,6.8,6.8,8.6,14.4,NA,1.5,1.3,Kate_Thomas
596,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Strabomantis,bufoniformis,Strabomantis_bufoniformis,NA,Strabomantis_bufoniformis_Strabomantidae,NHM,1925.3.10.3,NA,adult,26.8,2.4,4.3,4.9,3.8,3.9,5.8,NA,9.3,2.1,2,Kate_Thomas
597,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Strabomantis,bufoniformis,Strabomantis_bufoniformis,NA,Strabomantis_bufoniformis_Strabomantidae,NHM,1925.3.10.4,NA,adult,30,3.1,5.2,4.9,4.1,4,6.1,NA,9.9,1.9,2.1,Kate_Thomas
598,Anura,Neobatrachia,Pyxicephalidae,Cacosterninae,Strongylopus,grayii,Strongylopus_grayii,Strongylopus_grayii_Pyxicephalidae,Strongylopus_grayii_Pyxicephalidae,NHM,1984.1059,NA,adult,31.3,3.2,4.1,4,3.3,3,5.1,NA,8,1.5,1.5,Kate_Thomas
599,Anura,Neobatrachia,Pyxicephalidae,Cacosterninae,Strongylopus,grayii,Strongylopus_grayii,Strongylopus_grayii_Pyxicephalidae,Strongylopus_grayii_Pyxicephalidae,NHM,1984.106,NA,adult,27.2,2.5,3.3,3.7,2,2.8,5.2,NA,6.9,1.5,1.5,Kate_Thomas
600,Anura,Neobatrachia,Pyxicephalidae,Cacosterninae,Strongylopus,grayii,Strongylopus_grayii,Strongylopus_grayii_Pyxicephalidae,Strongylopus_grayii_Pyxicephalidae,NHM,1984.1061,NA,adult,21.3,1.5,3,2.9,2.3,2.5,4,NA,6.2,1.2,0.9,Kate_Thomas
601,Anura,Neobatrachia,Microhylidae,Cophylinae,Stumpffia,?grandis,Stumpffia_?grandis,NA,Stumpffia_grandis_Microhylidae,NHM,1987.231,NA,adult,14.6,0.4,1.9,1.9,1.8,1.8,2.5,NA,3.9,0.4,0.4,Kate_Thomas
602,Anura,Neobatrachia,Ranidae,NA,Sylvirana,guentheri,Sylvirana_guentheri,Sylvirana_guentheri_Ranidae,Sylvirana_guentheri_Ranidae,NHM,1903.4.29.42,NA,adult,77.6,36,9.4,9.8,7.1,7.2,12.8,NA,17.5,3,2.8,Kate_Thomas
603,Anura,Neobatrachia,Ranidae,NA,Sylvirana,guentheri,Sylvirana_guentheri,Sylvirana_guentheri_Ranidae,Sylvirana_guentheri_Ranidae,NHM,1903.4.29.43,NA,adult,61.7,14,7.2,7.8,5.2,5.3,10,NA,13.3,2,2.3,Kate_Thomas
604,Anura,Neobatrachia,Ranidae,NA,Sylvirana,guentheri,Sylvirana_guentheri,Sylvirana_guentheri_Ranidae,Sylvirana_guentheri_Ranidae,NHM,1903.4.29.44,NA,adult,58.3,15.7,8.4,8.4,6.5,6.1,9.8,NA,14.2,1.9,2.1,Kate_Thomas
605,Anura,Neobatrachia,Microhylidae,Otophryninae,Synapturanus,mirandaribeiroi,Synapturanus_mirandaribeiroi,NA,Synapturanus_mirandaribeiroi_Microhylidae,NHM,72.10.11.46,NA,adult,30.3,2.9,2,2.2,1.5,1.7,3.8,NA,5.5,0.9,0.8,Kate_Thomas
606,Anura,Neobatrachia,Microhylidae,Otophryninae,Synapturanus,mirandaribeiroi,Synapturanus_mirandaribeiroi,NA,Synapturanus_mirandaribeiroi_Microhylidae,NHM,72.10.11.47,NA,adult,30.4,2.6,2.2,2.2,1.5,1.6,3.8,NA,4.9,1,0.8,Kate_Thomas
607,Anura,Neobatrachia,Microhylidae,Otophryninae,Synapturanus,mirandaribeiroi,Synapturanus_mirandaribeiroi,NA,Synapturanus_mirandaribeiroi_Microhylidae,NHM,72.10.11.48,NA,adult,32.5,3.2,1.7,2.1,1.5,1.6,3.8,NA,5.4,1,1,Kate_Thomas
608,Anura,Neobatrachia,Telmatobiidae,NA,Telmatobius,culeus,Telmatobius_culeus,NA,Telmatobius_culeus_Telmatobiidae,NHM,1940.4.1.49,NA,adult,85.8,62,8.6,8.4,6.1,5.6,9.2,21.2,NA,6.8,5.3,Kate_Thomas
609,Anura,Neobatrachia,Telmatobiidae,NA,Telmatobius,culeus,Telmatobius_culeus,NA,Telmatobius_culeus_Telmatobiidae,NHM,140.4.1.61,NA,adult,96.9,91,8.8,8.8,5.7,6.1,9.5,22.4,NA,6.7,7,Kate_Thomas
610,Anura,Neobatrachia,Telmatobiidae,NA,Telmatobius,culeus,Telmatobius_culeus,NA,Telmatobius_culeus_Telmatobiidae,NHM,140.4.1.48,NA,adult,91.3,75,10.2,9.3,5.7,5.2,8.9,23.2,NA,6.7,7.8,Kate_Thomas
611,Anura,Neobatrachia,Telmatobiidae,NA,Telmatobius,culeus,Telmatobius_culeus,NA,Telmatobius_culeus_Telmatobiidae,NHM,140.4.1.50,NA,adult,75.1,38,8.5,8.3,5.9,5,7.3,8.4,NA,5.6,5.3,Kate_Thomas
612,Anura,Neobatrachia,Telmatobiidae,NA,Telmatobius,culeus,Telmatobius_culeus,NA,Telmatobius_culeus_Telmatobiidae,NHM,140.4.1.59,NA,adult,85,60,8.5,8.4,5.4,6,8.7,22.1,NA,6.5,5.8,Kate_Thomas
613,Anura,Neobatrachia,Centrolenidae,NA,Teratohyla,spinosa,Teratohyla_spinosa,Teratohyla_spinosa_Centrolenidae,Teratohyla_spinosa_Centrolenidae,NHM,1987.718,NA,adult,20.5,0.8,3.6,3.4,3,3,3,NA,7.5,0.6,0.7,Kate_Thomas
614,Anura,Neobatrachia,Cycloramphidae,NA,Thoropa,miliaris,Thoropa_miliaris,NA,Thoropa_miliaris_Cycloramphidae,NHM,1939.1.7.3,NA,adult,68.1,30.6,9,8.5,7.2,7,14.7,NA,19.6,3.3,2.7,Kate_Thomas
615,Anura,Neobatrachia,Cycloramphidae,NA,Thoropa,miliaris,Thoropa_miliaris,NA,Thoropa_miliaris_Cycloramphidae,NHM,1925.11.4.24,NA,adult,57.1,15.5,8.5,8.2,6.7,6.9,13,18.1,18.3,3.1,3.3,Kate_Thomas
616,Anura,Neobatrachia,Cycloramphidae,NA,Thoropa,miliaris,Thoropa_miliaris,NA,Thoropa_miliaris_Cycloramphidae,NHM,1978.1217,NA,adult,40,5.9,5.8,5.6,4.2,4.6,7.9,NA,10.8,2,2,Kate_Thomas
617,Anura,Neobatrachia,Hylidae,Lophyohylinae,Trachycephalus,typhonius,Trachycephalus_typhonius,Trachycephalus_typhonius_Hylidae,Trachycephalus_typhonius_Hylidae,NHM,1975.13.70,NA,adult,64.9,18.8,8.1,9.9,6,6,13,18.8,NA,1.7,1.9,Kate_Thomas
618,Anura,Neobatrachia,Hylidae,Lophyohylinae,Trachycephalus,typhonius,Trachycephalus_typhonius,Trachycephalus_typhonius_Hylidae,Trachycephalus_typhonius_Hylidae,NHM,1975.13.71,NA,adult,58.4,16.1,7.8,7.5,5.4,5.4,9.7,16.3,NA,1.8,2,Kate_Thomas
619,Anura,Neobatrachia,Hylidae,Lophyohylinae,Trachycephalus,typhonius,Trachycephalus_typhonius,Trachycephalus_typhonius_Hylidae,Trachycephalus_typhonius_Hylidae,NHM,1975.13.69,NA,adult,73.6,31.5,9.5,9.5,7,6.8,13.7,21.5,NA,2.5,2.5,Kate_Thomas
620,Anura,Neobatrachia,Arthroleptidae,NA,Trichobatrachus,robustus,Trichobatrachus_robustus,Trichobatrachus_robustus_Arthroleptidae,Trichobatrachus_robustus_Arthroleptidae,NHM,1907.5.22.51,male,adult,129.7,227,12.7,13,8.4,8.2,21.3,33.4,NA,8.1,7.8,Kate_Thomas
621,Anura,Neobatrachia,Arthroleptidae,NA,Trichobatrachus,robustus,Trichobatrachus_robustus,Trichobatrachus_robustus_Arthroleptidae,Trichobatrachus_robustus_Arthroleptidae,NHM,1949.1.3.51,male,adult,95,97,11.3,12.6,9.7,8.1,14.8,25.7,NA,4.8,5.2,Kate_Thomas
622,Anura,Neobatrachia,Arthroleptidae,NA,Trichobatrachus,robustus,Trichobatrachus_robustus,Trichobatrachus_robustus_Arthroleptidae,Trichobatrachus_robustus_Arthroleptidae,NHM,1969.841,male,adult,132.9,219,14.7,14.2,10.2,10.4,17.4,35,NA,8.6,9.1,Kate_Thomas
623,Anura,Neobatrachia,Arthroleptidae,NA,Trichobatrachus,robustus,Trichobatrachus_robustus,Trichobatrachus_robustus_Arthroleptidae,Trichobatrachus_robustus_Arthroleptidae,NHM,1958.1.4.77,male,adult,135.2,300,12.7,NA,9.4,NA,21.1,33.4,NA,8.8,NA,Kate_Thomas
624,Anura,Neobatrachia,Arthroleptidae,NA,Trichobatrachus,robustus,Trichobatrachus_robustus,Trichobatrachus_robustus_Arthroleptidae,Trichobatrachus_robustus_Arthroleptidae,NHM,1958.1.4.78,NA,adult,97,93,10.2,10.2,8.1,8.8,15.5,22.9,NA,5.9,5.6,Kate_Thomas
625,Anura,Neobatrachia,Arthroleptidae,NA,Trichobatrachus,robustus,Trichobatrachus_robustus,Trichobatrachus_robustus_Arthroleptidae,Trichobatrachus_robustus_Arthroleptidae,NHM,1969.1592,male,adult,131,284,13.6,13.5,10.1,10.8,19.8,33.6,NA,7.6,7.7,Kate_Thomas
626,Anura,Neobatrachia,Arthroleptidae,NA,Trichobatrachus,robustus,Trichobatrachus_robustus,Trichobatrachus_robustus_Arthroleptidae,Trichobatrachus_robustus_Arthroleptidae,NHM,1936.3.4.104,male,adult,124.4,204,13.3,11.3,9.3,9.6,20.3,31.4,NA,6.8,7.4,Kate_Thomas
627,Anura,Neobatrachia,Microhylidae,Microhylinae,Uperodon,globulosus,Uperodon_globulosus,NA,Uperodon_globulosus_Microhylidae,NHM,1984.131,NA,adult,69.5,72,4.5,4.6,2.7,2.8,10.6,NA,14.9,4.2,3.9,Kate_Thomas
628,Anura,Neobatrachia,Microhylidae,Microhylinae,Uperodon,systoma,Uperodon_systoma,Uperodon_systoma_Microhylidae,Uperodon_systoma_Microhylidae,NHM,1982.1294,female,adult,56.3,38.1,5.8,5.2,4.2,4.3,9.7,NA,14.7,3.1,3.7,Kate_Thomas
629,Anura,Neobatrachia,Microhylidae,Microhylinae,Uperodon,systoma,Uperodon_systoma,Uperodon_systoma_Microhylidae,Uperodon_systoma_Microhylidae,NHM,1982.1295,male,adult,54.6,24.6,NA,5.4,NA,4.2,8.3,NA,13.8,NA,27,Kate_Thomas
630,Anura,Neobatrachia,Microhylidae,Microhylinae,Uperodon,systoma,Uperodon_systoma,Uperodon_systoma_Microhylidae,Uperodon_systoma_Microhylidae,NHM,1982.1296,male,adult,50.7,17.2,5.1,5.2,4.1,4.1,8.3,NA,13.1,2.7,2.7,Kate_Thomas
631,Anura,Neobatrachia,Myobatrachidae,NA,Uperoleia,laevigata,Uperoleia_laevigata,Uperoleia_laevigata_Myobatrachidae,Uperoleia_laevigata_Myobatrachidae,NHM,1984.1315,NA,adult,23,2,2.6,2.8,2.5,2.3,4,6.9,NA,0.9,1,Kate_Thomas
632,Anura,Neobatrachia,Myobatrachidae,NA,Uperoleia,laevigata,Uperoleia_laevigata,Uperoleia_laevigata_Myobatrachidae,Uperoleia_laevigata_Myobatrachidae,NHM,1984.1318,NA,adult,19.8,1,2.6,2.2,2.1,1.9,3.9,6.1,NA,0.7,0.8,Kate_Thomas
633,Anura,Neobatrachia,Myobatrachidae,NA,Uperoleia,laevigata,Uperoleia_laevigata,Uperoleia_laevigata_Myobatrachidae,Uperoleia_laevigata_Myobatrachidae,NHM,1984.1316,NA,adult,21.2,1,2.8,2.6,2,2.1,3.6,6.4,NA,0.9,1.3,Kate_Thomas
634,Anura,Neobatrachia,Myobatrachidae,NA,Uperoleia,laevigata,Uperoleia_laevigata,Uperoleia_laevigata_Myobatrachidae,Uperoleia_laevigata_Myobatrachidae,NHM,1984.1317,NA,adult,21,1,2.8,2.5,2.3,2.1,3.5,6,NA,1.1,1.2,Kate_Thomas
635,Anura,Archaeobatrachia,Pipidae,NA,Xenopus,fraseri,Xenopus_fraseri,NA,Xenopus_fraseri_Pipidae,NHM,1984.184,NA,adult,47.6,9,2.9,3.5,1.9,2.2,6.4,9.4,NA,1.5,1.6,Kate_Thomas
636,Anura,Archaeobatrachia,Pipidae,NA,Xenopus,fraseri,Xenopus_fraseri,NA,Xenopus_fraseri_Pipidae,NHM,1984.185,NA,adult,48.2,12,3.2,3.5,2.4,2.3,7.3,9.4,NA,2.1,1.6,Kate_Thomas
637,Anura,Archaeobatrachia,Pipidae,NA,Xenopus,fraseri,Xenopus_fraseri,NA,Xenopus_fraseri_Pipidae,NHM,1984.186,NA,adult,47.7,10,3.4,3.1,1.8,1.9,7.1,9,NA,1.8,1.8,Kate_Thomas
638,Anura,Archaeobatrachia,Pipidae,NA,Xenopus,tropicalis,Xenopus_tropicalis,NA,Xenopus_tropicalis_Pipidae,NHM,2013.359,NA,adult,36.2,6,2.4,2.1,1.3,1.3,5.4,7.5,NA,1.7,1.7,Kate_Thomas
639,Anura,Archaeobatrachia,Pipidae,NA,Xenopus,tropicalis,Xenopus_tropicalis,NA,Xenopus_tropicalis_Pipidae,NHM,2013.361,NA,adult,26.4,3,1.9,1.6,1.3,1.2,4.3,5,NA,1.3,1.6,Kate_Thomas
640,Anura,Archaeobatrachia,Pipidae,NA,Xenopus,tropicalis,Xenopus_tropicalis,NA,Xenopus_tropicalis_Pipidae,NHM,2013.358,NA,adult,23.5,2,1.6,1.9,0.9,1.1,3.1,4.1,NA,0.6,0.6,Kate_Thomas
