,Order,Suborder,Family,Subfamily,Genus,Species,genus_species,Feng_tiplabel,mod_tiplabel,Museum,SpecimenNumber,Sex,Stage,SVL_mm,Mass_g,ED_right_mm,ED_left_mm,CD_right_mm,CD_left_mm,Ant_dis_mm,Post_dis_mm,PostLid_dis_mm,EL_R_mm,EL_L_mm,Measured_by
91,Anura,Neobatrachia,Brachycephalidae,NA,Brachycephalus,ephippium,Brachycephalus_ephippium,Brachycephalus_ephippium_Brachycephalidae,Brachycephalus_ephippium_Brachycephalidae,NHM,1978.1139,NA,adult,14.9,0.7,2.4,2.1,1.7,1.6,3.3,NA,5.1,0.7,0.8,Kate_Thomas
92,Anura,Neobatrachia,Brevicipitidae,NA,Breviceps,mossambicus,Breviceps_mossambicus,Breviceps_mossambicus_Brevicipitidae,Breviceps_mossambicus_Brevicipitidae,NHM,2005.927,NA,adult,37.4,12,4.7,4.4,3.5,3,5.6,NA,10.3,1.8,1.8,Kate_Thomas
93,Anura,Neobatrachia,Brevicipitidae,NA,Breviceps,mossambicus,Breviceps_mossambicus,Breviceps_mossambicus_Brevicipitidae,Breviceps_mossambicus_Brevicipitidae,NHM,1982.587,NA,adult,42.3,8.2,4.9,4.5,3.6,3.6,6.9,NA,12.3,1.7,1.4,Kate_Thomas
94,Anura,Neobatrachia,Bufonidae,NA,Bufo,bufo,Bufo_bufo,Bufo_bufo_Bufonidae,Bufo_bufo_Bufonidae,NHM,80.5.3.1,NA,adult,61.3,25.2,7,6.8,4.8,4.7,10.1,NA,15.7,3.9,4,Kate_Thomas
95,Anura,Neobatrachia,Bufonidae,NA,Bufo,bufo,Bufo_bufo,Bufo_bufo_Bufonidae,Bufo_bufo_Bufonidae,NHM,80.5.3.2,NA,adult,63.6,26.1,8,7.6,5.3,4.8,10.3,NA,16.8,3,3.8,Kate_Thomas
96,Anura,Neobatrachia,Bufonidae,NA,Bufo,bufo,Bufo_bufo,Bufo_bufo_Bufonidae,Bufo_bufo_Bufonidae,NHM,1914.5.26.42,NA,adult,89.3,108,10.1,10.5,6.9,7.2,14.3,NA,23,4.3,4.5,Kate_Thomas
97,Anura,Neobatrachia,Bufonidae,NA,Bufotes,viridis,Bufotes_viridis,Bufotes_viridis_Bufonidae,Bufotes_viridis_Bufonidae,NHM,1983.49,NA,adult,69,41.2,9.3,8.5,6.8,6.5,11.8,NA,18.7,3.2,3.1,Kate_Thomas
98,Anura,Neobatrachia,Bufonidae,NA,Bufotes,viridis,Bufotes_viridis,Bufotes_viridis_Bufonidae,Bufotes_viridis_Bufonidae,NHM,1983.491,NA,adult,57.2,19.4,7.5,7.7,5.8,5.8,9.8,NA,16.1,3,3.2,Kate_Thomas
99,Anura,Neobatrachia,Bufonidae,NA,Bufotes,viridis,Bufotes_viridis,Bufotes_viridis_Bufonidae,Bufotes_viridis_Bufonidae,NHM,1983.492,NA,adult,55,16.6,7.4,7.2,5.4,5.3,9.9,NA,15.6,2.7,2.5,Kate_Thomas
100,Anura,Neobatrachia,Brevicipitidae,NA,Callulina,kreffti,Callulina_kreffti,Callulina_kreffti_Brevicipitidae,Callulina_kreffti_Brevicipitidae,NHM,2000.202,NA,adult,29.2,3,4.2,4.4,3.4,3.3,4.8,NA,8.8,1.2,1.3,Kate_Thomas
101,Anura,Neobatrachia,Brevicipitidae,NA,Callulina,kreffti,Callulina_kreffti,Callulina_kreffti_Brevicipitidae,Callulina_kreffti_Brevicipitidae,NHM,2000.2,NA,adult,28.8,2.1,3.7,3.3,2.3,3.1,4.3,NA,8.9,1,1.2,Kate_Thomas
102,Anura,Neobatrachia,Brevicipitidae,NA,Callulina,kreffti,Callulina_kreffti,Callulina_kreffti_Brevicipitidae,Callulina_kreffti_Brevicipitidae,NHM,2000.204,NA,adult,28.2,3.4,4.1,3.9,3,3,5,NA,9,1.2,1.2,Kate_Thomas
103,Anura,Neobatrachia,Calyptocephalellidae,NA,Calyptocephalella,gayi,Calyptocephalella_gayi,Calyptocephalella_gayi_Calyptocephalellidae,Calyptocephalella_gayi_Calyptocephalellidae,NHM,88.11.27.13,NA,adult,136.2,408,12.5,13.5,9.9,9,16.4,32.5,NA,10.9,9.9,Kate_Thomas
104,Anura,Neobatrachia,Calyptocephalellidae,NA,Calyptocephalella,gayi,Calyptocephalella_gayi,Calyptocephalella_gayi_Calyptocephalellidae,Calyptocephalella_gayi_Calyptocephalellidae,NHM,88.11.27.14,NA,adult,124.3,310,13.3,13.4,9.7,9.8,13.7,30.3,NA,9.1,9.3,Kate_Thomas
105,Anura,Neobatrachia,Calyptocephalellidae,NA,Calyptocephalella,gayi,Calyptocephalella_gayi,Calyptocephalella_gayi_Calyptocephalellidae,Calyptocephalella_gayi_Calyptocephalellidae,NHM,1920.1.20.4108,NA,adult,144.2,435,13.3,12.6,9.8,10.1,19.2,32.4,NA,10.5,10.8,Kate_Thomas
106,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,cornuta,Ceratophrys_cornuta,Ceratophrys_cornuta_Ceratophryidae,Ceratophrys_cornuta_Ceratophryidae,NHM,1982.9,NA,adult,98.9,155,11.2,11.3,8.1,6.2,11,24.9,NA,19.3,19.2,Kate_Thomas
107,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,cornuta,Ceratophrys_cornuta,Ceratophrys_cornuta_Ceratophryidae,Ceratophrys_cornuta_Ceratophryidae,NHM,70.3.10.66,NA,adult,74.8,57,12,11.5,6.5,5.5,12,23,NA,14.3,14.5,Kate_Thomas
108,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,cornuta,Ceratophrys_cornuta,Ceratophrys_cornuta_Ceratophryidae,Ceratophrys_cornuta_Ceratophryidae,NHM,98.6.9.22,NA,adult,88.8,122,9.1,9.1,6.5,5.8,14.3,26.3,NA,17.7,18.4,Kate_Thomas
109,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,ornata,Ceratophrys_ornata,Ceratophrys_ornata_Ceratophryidae,Ceratophrys_ornata_Ceratophryidae,NHM,1933.9.5.1,NA,adult,97.5,161,10,10.6,7.3,7.6,17.5,21.8,NA,17.7,17.3,Kate_Thomas
110,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,ornata,Ceratophrys_ornata,Ceratophrys_ornata_Ceratophryidae,Ceratophrys_ornata_Ceratophryidae,NHM,1928.5.2.16,NA,adult,117.8,205,10.6,10.8,8.4,8.4,20.7,29.7,NA,21.5,21.6,Kate_Thomas
111,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,ornata,Ceratophrys_ornata,Ceratophrys_ornata_Ceratophryidae,Ceratophrys_ornata_Ceratophryidae,NHM,1928.5.2.17,NA,adult,110.6,164,12.1,10.5,7.8,7.7,15.5,28.5,NA,19,19.1,Kate_Thomas
112,Anura,Neobatrachia,Microhylidae,Chaperininae,Chaperina,fusca,Chaperina_fusca,Chaperina_fusca_Microhylidae,Chaperina_fusca_Microhylidae,NHM,1967.2666,NA,adult,23.7,1.8,3.1,3.1,2.4,2.5,4.7,NA,6.7,0.8,0.8,Kate_Thomas
113,Anura,Neobatrachia,Microhylidae,Chaperininae,Chaperina,fusca,Chaperina_fusca,Chaperina_fusca_Microhylidae,Chaperina_fusca_Microhylidae,NHM,1967.2667,NA,adult,24,2.1,3.2,3.1,2.5,2.4,4.8,NA,7.2,0.9,0.8,Kate_Thomas
114,Anura,Neobatrachia,Microhylidae,Chaperininae,Chaperina,fusca,Chaperina_fusca,Chaperina_fusca_Microhylidae,Chaperina_fusca_Microhylidae,NHM,1967.2669,NA,adult,20.8,1.5,2.9,2.9,2.1,2.2,4.4,NA,6.1,0.8,0.8,Kate_Thomas
115,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Chiasmocleis,albopunctata,Chiasmocleis_albopunctata,NA,Chiasmocleis_albopunctata_Microhylidae,NHM,1955.1.4.93,NA,adult,24.9,1.2,2.1,2.1,1.7,1.7,4.2,NA,5.9,1,0.8,Kate_Thomas
116,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Chiasmocleis,albopunctata,Chiasmocleis_albopunctata,NA,Chiasmocleis_albopunctata_Microhylidae,NHM,1972.2329,NA,adult,31.8,2.9,2.3,2.2,1.7,1.9,4,NA,5.8,0.8,0.9,Kate_Thomas
117,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Chiasmocleis,albopunctata,Chiasmocleis_albopunctata,NA,Chiasmocleis_albopunctata_Microhylidae,NHM,1956.1.1.78,NA,adult,26.7,1.6,2.3,2.2,1.8,1.5,3.9,NA,5.5,0.7,0.6,Kate_Thomas
118,Anura,Neobatrachia,Conrauidae,NA,Conraua,crassipes,Conraua_crassipes,Conraua_crassipes_Conrauidae,Conraua_crassipes_Conrauidae,NHM,1903.6.20.1,NA,adult,52.1,18,7.4,8,5.8,5.8,9.7,NA,13.4,3.4,3.2,Kate_Thomas
119,Anura,Neobatrachia,Conrauidae,NA,Conraua,crassipes,Conraua_crassipes,Conraua_crassipes_Conrauidae,Conraua_crassipes_Conrauidae,NHM,1984.335,female,adult,51.7,14,7.6,7.1,5.2,5.3,8.1,NA,13.3,3,3.1,Kate_Thomas
120,Anura,Neobatrachia,Conrauidae,NA,Conraua,crassipes,Conraua_crassipes,Conraua_crassipes_Conrauidae,Conraua_crassipes_Conrauidae,NHM,1903.7.28.55,NA,adult,62.5,32.1,8.4,7.8,5.3,5.4,9.8,NA,15,4.1,4.2,Kate_Thomas
121,Anura,Neobatrachia,Microhylidae,NA,Cophixalus,cheesmanae,Cophixalus_cheesmanae,Cophixalus_cheesmanae_Microhylidae,Cophixalus_cheesmanae_Microhylidae,NHM,1984.998,NA,adult,28.9,2.7,4,3.9,3.3,3.4,6,NA,8.5,1,1,Kate_Thomas
122,Anura,Neobatrachia,Microhylidae,NA,Cophixalus,cheesmanae,Cophixalus_cheesmanae,Cophixalus_cheesmanae_Microhylidae,Cophixalus_cheesmanae_Microhylidae,NHM,1984.999,NA,adult,25.8,2,3.6,3.6,3,3,5.7,NA,8.3,1,0.9,Kate_Thomas
123,Anura,Neobatrachia,Microhylidae,NA,Cophixalus,cheesmanae,Cophixalus_cheesmanae,Cophixalus_cheesmanae_Microhylidae,Cophixalus_cheesmanae_Microhylidae,NHM,1984.1,NA,adult,25.4,2.2,3.6,3.5,3.1,3.2,5.8,NA,8.3,0.7,0.7,Kate_Thomas
124,Anura,Neobatrachia,Microhylidae,Asterophryinae,Cophixalus,neglectus,Cophixalus_neglectus,NA,Cophixalus_neglectus_Microhylidae,NHM,1982.47,MAle,adult,26.3,2.2,3.5,3.7,2.7,2.8,4.3,NA,7.3,1,0.9,Kate_Thomas
125,Anura,Neobatrachia,Microhylidae,Asterophryinae,Cophixalus,neglectus,Cophixalus_neglectus,NA,Cophixalus_neglectus_Microhylidae,NHM,1982.471,NA,adult,18.8,1.2,2.7,2.8,2,2.2,3.1,NA,5.7,1,0.8,Kate_Thomas
126,Anura,Neobatrachia,Microhylidae,Asterophryinae,Cophixalus,neglectus,Cophixalus_neglectus,NA,Cophixalus_neglectus_Microhylidae,NHM,1982.472,NA,adult,17.7,1,2.7,2.6,2,2.2,3,NA,5.2,0.7,0.7,Kate_Thomas
127,Anura,Neobatrachia,Microhylidae,Cophylinae,Cophyla,tuberifera,Cophyla_tuberifera,Platypelis_tuberifera_Microhylidae,Platypelis_tuberifera_Microhylidae,NHM,1925.11.10.8,NA,adult,38.8,4.2,5.7,5.4,4.2,4.1,8.3,NA,11.4,1.3,1.2,Kate_Thomas
128,Anura,Neobatrachia,Microhylidae,Cophylinae,Cophyla,tuberifera,Cophyla_tuberifera,Platypelis_tuberifera_Microhylidae,Platypelis_tuberifera_Microhylidae,NHM,1925.11.10.9,NA,adult,33.2,3.1,4.6,4.2,3.5,3.2,8,NA,10.5,1,1,Kate_Thomas
129,Anura,Neobatrachia,Microhylidae,Cophylinae,Cophyla,tuberifera,Cophyla_tuberifera,Platypelis_tuberifera_Microhylidae,Platypelis_tuberifera_Microhylidae,NHM,1925.11.10.10,NA,adult,32.1,2.5,4.6,4.3,3.4,3,7,NA,10.2,1.6,1.6,Kate_Thomas
130,Anura,Neobatrachia,Ceratobatrachidae,Ceratobatrachinae,Cornufer,guppyi,Cornufer_guppyi,NA,Cornufer_guppyi_Ceratobatrachidae,NHM,1937.2.2.2,NA,adult,143.8,270,17.4,17.9,11.9,11.1,25.6,NA,37.3,8.5,9.5,Kate_Thomas
131,Anura,Neobatrachia,Ceratobatrachidae,Ceratobatrachinae,Cornufer,guppyi,Cornufer_guppyi,NA,Cornufer_guppyi_Ceratobatrachidae,NHM,88.1.7.39,NA,adult,97.7,83,13.5,14.3,10,9.3,9.2,NA,27.1,5.8,5.9,Kate_Thomas
132,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,fitzingeri,Craugastor_fitzingeri,Craugastor_fitzingeri_Craugastoridae,Craugastor_fitzingeri_Craugastoridae,NHM,1979.343,NA,adult,50.7,11.8,6.2,6,5.2,5.4,10.1,NA,14.9,2.8,2.5,Kate_Thomas
133,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,fitzingeri,Craugastor_fitzingeri,Craugastor_fitzingeri_Craugastoridae,Craugastor_fitzingeri_Craugastoridae,NHM,1979.344,NA,adult,35.3,3,4.9,4.8,4.3,4.3,6.8,NA,10.3,1.3,1.3,Kate_Thomas
134,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,fitzingeri,Craugastor_fitzingeri,Craugastor_fitzingeri_Craugastoridae,Craugastor_fitzingeri_Craugastoridae,NHM,1979.345,NA,adult,31.8,3,4.4,4.5,3.8,4.2,6.2,NA,9.1,1.3,1.4,Kate_Thomas
135,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,podiciferus,Craugastor_podiciferus,Craugastor_podiciferus_Craugastoridae,Craugastor_podiciferus_Craugastoridae,NHM,96.10.8.34,NA,adult,28.2,2.4,4.2,3.7,3,3.1,5.5,NA,9.1,1.1,1.3,Kate_Thomas
136,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,podiciferus,Craugastor_podiciferus,Craugastor_podiciferus_Craugastoridae,Craugastor_podiciferus_Craugastoridae,NHM,96.10.8.35,NA,adult,28.1,2.8,3.9,4.2,3.3,3.3,5.8,NA,8.6,1.3,1.5,Kate_Thomas
137,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,podiciferus,Craugastor_podiciferus,Craugastor_podiciferus_Craugastoridae,Craugastor_podiciferus_Craugastoridae,NHM,96.10.8.36,NA,adult,26.6,1.9,3.7,3.4,3,3.1,5,NA,8,1.4,1.3,Kate_Thomas
138,Anura,Neobatrachia,Myobatrachidae,NA,Crinia,signifera,Crinia_signifera,Crinia_signifera_Myobatrachidae,Crinia_signifera_Myobatrachidae,NHM,1962.74,NA,adult,30.2,3,3.7,3.7,3.2,2.8,4.1,7.1,NA,1.1,1.1,Kate_Thomas
139,Anura,Neobatrachia,Myobatrachidae,NA,Crinia,signifera,Crinia_signifera,Crinia_signifera_Myobatrachidae,Crinia_signifera_Myobatrachidae,NHM,1962.737,NA,adult,23.5,2,3.2,3.4,2.5,2.6,3.4,6.1,NA,1,1,Kate_Thomas
140,Anura,Neobatrachia,Myobatrachidae,NA,Crinia,signifera,Crinia_signifera,Crinia_signifera_Myobatrachidae,Crinia_signifera_Myobatrachidae,NHM,1962.739,NA,adult,22.7,2,3.3,3.3,2.6,2.5,3.7,5.2,NA,0.7,0.7,Kate_Thomas
141,Anura,Neobatrachia,Myobatrachidae,NA,Crinia,signifera,Crinia_signifera,Crinia_signifera_Myobatrachidae,Crinia_signifera_Myobatrachidae,NHM,1962.742,NA,adult,24.5,2,3.4,3.2,2.8,2.6,3.8,6,NA,1,0.8,Kate_Thomas
142,Anura,Neobatrachia,Phyllomedusidae,NA,Cruziohyla,calcarifer,Cruziohyla_calcarifer,Cruziohyla_calcarifer_Hylidae,Cruziohyla_calcarifer_Hylidae,NHM,1913.11.12.126,NA,adult,64.2,12.4,8.6,8.4,6.1,6.1,11.1,19,NA,2.1,2.3,Kate_Thomas
143,Anura,Neobatrachia,Hemiphractidae,Cryptobatrachinae,Cryptobatrachus,boulengeri,Cryptobatrachus_boulengeri,Cryptobatrachus_boulengeri_Hemiphractidae,Cryptobatrachus_boulengeri_Hemiphractidae,NHM,1921.1.25.1,NA,adult,70.8,38,11.3,11.3,9,8.3,11.6,21.5,NA,3.3,3.1,Kate_Thomas
144,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Ctenophryne,aterrima,Ctenophryne_aterrima,NA,Ctenophryne_aterrima_Microhylidae,NHM,1902.5.27.20,female,adult,42,7.9,4,3.3,2.7,2.7,5.6,NA,8.8,1.3,1.5,Kate_Thomas
145,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Ctenophryne,aterrima,Ctenophryne_aterrima,NA,Ctenophryne_aterrima_Microhylidae,NHM,1913.11.12.95,male,adult,50.5,12.9,4.2,4.3,3.1,3.1,8,NA,11.2,1.9,2,Kate_Thomas
146,Anura,Neobatrachia,Dendrobatidae,NA,Dendrobates,auratus,Dendrobates_auratus,Dendrobates_auratus_Dendrobatidae,Dendrobates_auratus_Dendrobatidae,NHM,1979.335,NA,adult,34.6,3.4,4,4,3.2,3.2,6.9,8.4,8.4,1.7,1.4,Kate_Thomas
147,Anura,Neobatrachia,Dendrobatidae,NA,Dendrobates,auratus,Dendrobates_auratus,Dendrobates_auratus_Dendrobatidae,Dendrobates_auratus_Dendrobatidae,NHM,1979.337,NA,adult,25.3,1.7,3.8,3.8,2.9,3,5.9,7.4,7.4,1.5,1.2,Kate_Thomas
148,Anura,Neobatrachia,Dendrobatidae,NA,Dendrobates,auratus,Dendrobates_auratus,Dendrobates_auratus_Dendrobatidae,Dendrobates_auratus_Dendrobatidae,NHM,1979.336,NA,adult,33.1,3.2,3.7,3.8,2.9,2.9,7,9,9,1.5,1.6,Kate_Thomas
149,Anura,Neobatrachia,Hylidae,NA,Dendropsophus,parviceps,Dendropsophus_parviceps,Dendropsophus_parviceps_Hylidae,Dendropsophus_parviceps_Hylidae,NHM,99.10.30.49,NA,adult,22.6,1.1,3.8,3.4,2.6,2.5,5.2,7.2,7.2,0.6,0.6,Kate_Thomas
150,Anura,Neobatrachia,Hylidae,NA,Dendropsophus,parviceps,Dendropsophus_parviceps,Dendropsophus_parviceps_Hylidae,Dendropsophus_parviceps_Hylidae,NHM,1969.646,NA,adult,22.8,1.2,3.5,3.2,2.5,2.6,4.6,6.6,6.6,0.8,0.8,Kate_Thomas
151,Anura,Neobatrachia,Hylidae,NA,Dendropsophus,parviceps,Dendropsophus_parviceps,Dendropsophus_parviceps_Hylidae,Dendropsophus_parviceps_Hylidae,NHM,1987.577,NA,adult,21.9,1.3,4.3,3.5,2.7,2.9,5,6.8,7.8,0.6,0.8,Kate_Thomas
152,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Dermatonotus,muelleri,Dermatonotus_muelleri,NA,Dermatonotus_muelleri_Microhylidae,NHM,1930.11.27.272,NA,adult,65.3,33.7,5.6,5,3.9,4,8.9,NA,14.5,2.4,2.1,Kate_Thomas
153,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Dermatonotus,muelleri,Dermatonotus_muelleri,NA,Dermatonotus_muelleri_Microhylidae,NHM,1930.11.27.273,NA,adult,63.2,32.5,5.4,5.1,3.8,3.9,9,NA,14.3,2.5,2.2,Kate_Thomas
154,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Dermatonotus,muelleri,Dermatonotus_muelleri,NA,Dermatonotus_muelleri_Microhylidae,NHM,1930.11.27.274,NA,adult,57.9,25.1,4.8,4.9,3.7,3.5,7.9,NA,13.3,2,2.2,Kate_Thomas
155,Anura,Neobatrachia,Eleutherodactylidae,NA,Diasporus,diastema,Diasporus_diastema,Diasporus_diastema_Eleutherodactylidae,Diasporus_diastema_Eleutherodactylidae,NHM,1987.76,NA,adult,16.6,0.9,2.8,2.8,2.2,2.4,3.4,NA,5,0.7,0.5,Kate_Thomas
156,Anura,Neobatrachia,Eleutherodactylidae,NA,Diasporus,diastema,Diasporus_diastema,Diasporus_diastema_Eleutherodactylidae,Diasporus_diastema_Eleutherodactylidae,NHM,1987.762,NA,adult,19.4,1.1,3,3,2.6,2.6,4.1,NA,5.8,0.6,0.7,Kate_Thomas
157,Anura,Neobatrachia,Eleutherodactylidae,NA,Diasporus,diastema,Diasporus_diastema,Diasporus_diastema_Eleutherodactylidae,Diasporus_diastema_Eleutherodactylidae,NHM,1987.765,NA,adult,17.7,0.9,3,2.9,2.8,2.5,3.3,NA,5.7,0.9,0.8,Kate_Thomas
158,Anura,Archaeobatrachia,Alytidae,NA,Discoglossus,pictus,Discoglossus_pictus,Discoglossus_pictus_Alytidae,Discoglossus_pictus_Alytidae,NHM,1976.2483,NA,adult,73.1,33,8.4,8.1,7,6.8,10.5,11.2,NA,3.3,3.1,Kate_Thomas
159,Anura,Archaeobatrachia,Alytidae,NA,Discoglossus,pictus,Discoglossus_pictus,Discoglossus_pictus_Alytidae,Discoglossus_pictus_Alytidae,NHM,1976.2484,NA,adult,63.6,20,7.5,7.4,6.1,5.8,8.5,13.4,NA,2.6,2.4,Kate_Thomas
160,Anura,Archaeobatrachia,Alytidae,NA,Discoglossus,pictus,Discoglossus_pictus,Discoglossus_pictus_Alytidae,Discoglossus_pictus_Alytidae,NHM,1976.2487,NA,adult,56.3,23,7.2,6.9,5.7,5.2,8.7,13.1,NA,2.4,2.7,Kate_Thomas
161,Anura,Archaeobatrachia,Alytidae,NA,Discoglossus,pictus,Discoglossus_pictus,Discoglossus_pictus_Alytidae,Discoglossus_pictus_Alytidae,NHM,1976.2488,NA,adult,58.5,20,7.6,7.3,5.7,5.7,9.2,13.5,NA,2.8,2.9,Kate_Thomas
162,Anura,Archaeobatrachia,Alytidae,NA,Discoglossus,pictus,Discoglossus_pictus,Discoglossus_pictus_Alytidae,Discoglossus_pictus_Alytidae,NHM,1976.2489,NA,adult,61.7,26,7.8,7.3,5.9,5.6,8.8,13.8,NA,2.5,2.8,Kate_Thomas
163,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,arenicolor,Dryophytes_arenicolor,Hyla_arenicolor_Hylidae,Hyla_arenicolor_Hylidae,NHM,1900.7.12.11,NA,adult,25.5,1.6,4.1,4.1,3.4,3.4,4.4,7.7,8,1.1,1.2,Kate_Thomas
164,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,arenicolor,Dryophytes_arenicolor,Hyla_arenicolor_Hylidae,Hyla_arenicolor_Hylidae,NHM,1900.7.12.12,NA,adult,25,1.4,4,3.9,2.9,2.8,4.8,8.2,8.2,1.4,1.2,Kate_Thomas
165,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,arenicolor,Dryophytes_arenicolor,Hyla_arenicolor_Hylidae,Hyla_arenicolor_Hylidae,NHM,1915.10.22.15,NA,adult,42.2,5.3,5.5,NA,4.8,4.5,6.8,10.8,10.8,1.9,2,Kate_Thomas
166,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,cinereus,Dryophytes_cinereus,Hyla_cinerea_Hylidae,Hyla_cinerea_Hylidae,NHM,1957.1.4.74,NA,adult,40,4.19,4.6,4.5,3.4,3.4,7.8,9.4,10.1,1.2,1.1,Kate_Thomas
167,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,cinereus,Dryophytes_cinereus,Hyla_cinerea_Hylidae,Hyla_cinerea_Hylidae,NHM,1957.1.4.75,NA,adult,43.5,5.64,4.6,4.7,3.8,3.7,8.1,10.1,10.8,1.4,1.2,Kate_Thomas
168,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,cinereus,Dryophytes_cinereus,Hyla_cinerea_Hylidae,Hyla_cinerea_Hylidae,NHM,1957.1.4.76,NA,adult,42.2,4.07,3.9,3.9,3.4,3.4,7.1,9.5,9.5,1.1,1,Kate_Thomas
169,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,melanostictus,Duttaphrynus_melanostictus,Duttaphrynus_melanostictus_Bufonidae,Duttaphrynus_melanostictus_Bufonidae,NHM,1974.813,NA,adult,88.1,56.2,9.2,9.6,7.2,6.8,15.8,NA,22.7,4.7,5.1,Kate_Thomas
170,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,melanostictus,Duttaphrynus_melanostictus,Duttaphrynus_melanostictus_Bufonidae,Duttaphrynus_melanostictus_Bufonidae,NHM,1974.811,NA,adult,60.7,23,7.4,7.5,5.7,6,10.7,NA,17.1,2.5,3,Kate_Thomas
171,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,melanostictus,Duttaphrynus_melanostictus,Duttaphrynus_melanostictus_Bufonidae,Duttaphrynus_melanostictus_Bufonidae,NHM,1974.812,NA,adult,59.1,24.1,7.8,7.9,5.2,5.2,11.6,NA,17,3.3,3.1,Kate_Thomas
172,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,stomaticus,Duttaphrynus_stomaticus,Duttaphrynus_stomaticus_Bufonidae,Duttaphrynus_stomaticus_Bufonidae,NHM,1973.421,NA,adult,59.1,23.6,7.1,6.7,5.1,5.2,8.6,NA,15.6,2.4,2.5,Kate_Thomas
173,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,stomaticus,Duttaphrynus_stomaticus,Duttaphrynus_stomaticus_Bufonidae,Duttaphrynus_stomaticus_Bufonidae,NHM,1973.422,NA,adult,60.5,22.4,7.2,7.1,5.2,5.4,8.1,NA,14.2,2.6,2.7,Kate_Thomas
174,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,stomaticus,Duttaphrynus_stomaticus,Duttaphrynus_stomaticus_Bufonidae,Duttaphrynus_stomaticus_Bufonidae,NHM,1973.423,NA,adult,58.7,22.6,7.4,7.1,5,5.3,8.5,NA,14.4,2.4,2.6,Kate_Thomas
175,Anura,Neobatrachia,Microhylidae,NA,Dyscophus,antongilii,Dyscophus_antongilii,Dyscophus_antongilii_Microhylidae,Dyscophus_antongilii_Microhylidae,NHM,1926.10.27.8,NA,adult,84.3,81,11.7,11.6,8.2,8.6,15.4,NA,25.5,4.6,4.4,Kate_Thomas
176,Anura,Neobatrachia,Microhylidae,NA,Dyscophus,antongilii,Dyscophus_antongilii,Dyscophus_antongilii_Microhylidae,Dyscophus_antongilii_Microhylidae,NHM,1926.10.27.9,NA,adult,63.7,31.8,8.8,8.6,6.5,6.5,11.4,NA,18.9,2.9,3,Kate_Thomas
177,Anura,Neobatrachia,Microhylidae,NA,Dyscophus,antongilii,Dyscophus_antongilii,Dyscophus_antongilii_Microhylidae,Dyscophus_antongilii_Microhylidae,NHM,1926.10.27.10,NA,adult,57,21.3,9.1,9,7.1,6.7,10.6,NA,17.1,2.6,2.6,Kate_Thomas
178,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Elachistocleis,ovalis,Elachistocleis_ovalis,Elachistocleis_ovalis_Microhylidae,Elachistocleis_ovalis_Microhylidae,NHM,1988.146,NA,adult,32.6,3.8,2.5,2.6,1.7,1.7,4.3,NA,6.5,0.9,1,Kate_Thomas
179,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Elachistocleis,ovalis,Elachistocleis_ovalis,Elachistocleis_ovalis_Microhylidae,Elachistocleis_ovalis_Microhylidae,NHM,1937.7.8.1,NA,adult,32.9,3.2,2.4,2.4,1.7,2.1,4.5,NA,6,1.1,1,Kate_Thomas
180,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Elachistocleis,ovalis,Elachistocleis_ovalis,Elachistocleis_ovalis_Microhylidae,Elachistocleis_ovalis_Microhylidae,NHM,1946.4.1.2,NA,adult,42.2,5.8,2.8,2.9,2.1,2,5.3,NA,7.4,1.1,1.1,Kate_Thomas
