Dataset_name,Common_name,Group,Subgroup,Subclade,Other taxonomy,Body_mass_kg,Axial_diameter_mm,SVL_mm,Trans_diameter_mm,Cornea_diameter_mm,Reference,VertLife_name,VertLife_basetree,TimeTree_tiplabel,TimeTree_genus_sub
Dipsas sazimai,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,498,3.1,NA,Liu et al. 2012,Dipsas sazimai,squamatetree,,
Drymoluber apurimacensis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,656.5,4.1,NA,Liu et al. 2012,Drymoluber apurimacensis,squamatetree,,
Elaphe bimaculata,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,550,3.82,NA,Liu et al. 2012,Elaphe bimaculata,squamatetree,,
Enhydris chinensis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,376.25,2.11,NA,Liu et al. 2012,Myrrophis chinensis,squamatetree,,
Enhydris plumbea,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,290.5,2.02,NA,Liu et al. 2012,Hypsiscopus plumbea,squamatetree,,
Hemorrhois ravergieri,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,810,4.55,NA,Liu et al. 2012,Hemorrhois ravergieri,squamatetree,,
Heteroliodon fohy,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,212,1.5,NA,Liu et al. 2012,Heteroliodon fohy,squamatetree,,
Hierophis spinalis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,568.25,3.59,NA,Liu et al. 2012,Orientocoluber spinalis,squamatetree,,
Hypsiglena torquata tiburonensis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,376,2.1,NA,Liu et al. 2012,Hypsiglena torquata,squamatetree,,
Lampropeltis webbi,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,306,2.3,NA,Liu et al. 2012,Lampropeltis webbi,squamatetree,,
Liophis melanotus nesos,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,275,2.2,NA,Liu et al. 2012,Erythrolamprus melanotus,squamatetree,,
Liophis taeniogaster,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,397,3.5,NA,Liu et al. 2012,Erythrolamprus taeniogaster,squamatetree,,
Lycodon aulicus,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,286,2.3,NA,Liu et al. 2012,Lycodon aulicus,squamatetree,,
Macropisthodon rudis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,605,5.39,NA,Liu et al. 2012,Macropisthodon rudis,squamatetree,,
Mehelya capensis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,997.8,4.02,NA,Liu et al. 2012,Gonionotophis capensis,squamatetree,,
Mehelya nyassae,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,398.15,1.72,NA,Liu et al. 2012,Gonionotophis nyassae,squamatetree,,
Natrix tessellata,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,538.21,3.48,NA,Liu et al. 2012,Natrix tessellata,squamatetree,,
Oligodon cinereus,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,382.75,2.17,NA,Liu et al. 2012,Oligodon cinereus,squamatetree,,
Oocatochus rufodorsatus,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,577.75,3.03,NA,Liu et al. 2012,Oocatochus rufodorsatus,squamatetree,,
Opisthotropis kuatunensis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,484.17,1.64,NA,Liu et al. 2012,Opisthotropis kuatunensis,squamatetree,,
Opisthotropis latouchii,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,359,1.14,NA,Liu et al. 2012,Opisthotropis latouchii,squamatetree,,
Oreocryptophis porphyraceus,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,569.67,2.7,NA,Liu et al. 2012,Oreocryptophis porphyraceus,squamatetree,,
Pareas carinatus,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,397,3.47,NA,Liu et al. 2012,Pareas carinatus,squamatetree,,
Pareas formosensis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,384.64,2.7,NA,Liu et al. 2012,Pareas formosensis,squamatetree,,
Pareas margaritophorus,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,296.75,2.14,NA,Liu et al. 2012,Pareas margaritophorus,squamatetree,,
Plagiopholis styani,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,176,2,NA,Liu et al. 2012,Plagiopholis styani,squamatetree,,
Psammophis lineolatus,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,558.5,3.45,NA,Liu et al. 2012,Psammophis lineolatus,squamatetree,,
Pseudoxenodon bambusicola,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,342.5,4.01,NA,Liu et al. 2012,Pseudoxenodon bambusicola,squamatetree,,
Pseudoxenodon macrops sinensis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,482.65,4.73,NA,Liu et al. 2012,Pseudoxenodon macrops,squamatetree,,
Pseudoxyrhopus analabe,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,260,1.5,NA,Liu et al. 2012,Pseudoxyrhopus analabe,squamatetree,,
Ptyas dhumnades,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,941.33,7.01,NA,Liu et al. 2012,Ptyas dhumnades,squamatetree,,
Ptyas korros,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,856.38,6.26,NA,Liu et al. 2012,Ptyas korros,squamatetree,,
Rhabdophis nuchalis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,458,2.64,NA,Liu et al. 2012,Rhabdophis nuchalis,squamatetree,,
Rhynchophis boulengeri,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,858.5,4.11,NA,Liu et al. 2012,Gonyosoma boulengeri,squamatetree,,
Sibynophis chinensis miyiensis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,413.81,2.63,NA,Liu et al. 2012,Sibynophis chinensis,squamatetree,,
Sinonatrix percarinata,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,536.71,3.85,NA,Liu et al. 2012,Sinonatrix percarinata,squamatetree,,
Taeniophallus nebularis,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,331,2.7,NA,Liu et al. 2012,Taeniophallus nebularis,squamatetree,,
Tantilla ceboruca,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,159.7,1.1,NA,Liu et al. 2012,Tantilla ceboruca,squamatetree,,
Thermophis baileyi,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,590,3.63,NA,Liu et al. 2012,Thermophis baileyi,squamatetree,,
Trachischium tenuiceps,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,267,1.26,NA,Liu et al. 2012,Trachischium tenuiceps,squamatetree,,
Xenochrophis piscator,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,451.33,3.62,NA,Liu et al. 2012,Xenochrophis piscator,squamatetree,,
Xenochrophis schnurrenbergeri,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,447,3.92,NA,Liu et al. 2012,Xenochrophis schnurrenbergeri,squamatetree,,
Xenopholis werdingorum,,Reptiles (Squamata),colubrid snakes,Colubridae,,NA,NA,338,1.6,NA,Liu et al. 2012,Xenopholis werdingorum,squamatetree,,
Cnemaspis africana,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,44,2.3,NA,Werner & Seifan 2006,Cnemaspis africana,squamatetree,,
Cnemaspis nigridia,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,69.4,3.5,NA,Werner & Seifan 2006,Cnemaspis nigridia,squamatetree,,
Cyrtodactylus pulchellus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,84.8,5.4,NA,Werner & Seifan 2006,Cyrtodactylus pulchellus,squamatetree,,
Diplodactylus pulcher,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,50,2.9,NA,Werner & Seifan 2006,Diplodactylus pulcher,squamatetree,,
Gehyra oceanica,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,80.5,4.9,NA,Werner & Seifan 2006,Gehyra oceanica,squamatetree,,
Gehyra variegata,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,48.2,3.1,NA,Werner & Seifan 2006,Gehyra variegata,squamatetree,,
Gekko gecko,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,148,8.3,NA,Werner & Seifan 2006,Gekko gecko,squamatetree,,
Gekko vittatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,102.2,5.9,NA,Werner & Seifan 2006,Gekko vittatus,squamatetree,,
Gonatodes albogularis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,37.1,1.8,NA,Werner & Seifan 2006,Gonatodes albogularis,squamatetree,,
Gonatodes humeralis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,34.9,1.7,NA,Werner & Seifan 2006,Gonatodes humeralis,squamatetree,,
Gonatodes vittatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,31.9,1.7,NA,Werner & Seifan 2006,Gonatodes vittatus,squamatetree,,
Hemidactylus brooki angulatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,52.7,2.9,NA,Werner & Seifan 2006,Hemidactylus brookii,squamatetree,,
Hemidactylus flaviviridis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,68.3,4,NA,Werner & Seifan 2006,Hemidactylus flaviviridis,squamatetree,,
Hemidactylus frenatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,49.2,3.2,NA,Werner & Seifan 2006,Hemidactylus frenatus,squamatetree,,
Hemidactylus mabouia,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,57.4,3.5,NA,Werner & Seifan 2006,Hemidactylus mabouia,squamatetree,,
Hemidactylus tropidolepis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,52.7,3,NA,Werner & Seifan 2006,Hemidactylus tropidolepis,squamatetree,,
Hemidactylus turcicus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,44.1,2.7,NA,Werner & Seifan 2006,Hemidactylus turcicus,squamatetree,,
Heteronotia binoei,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,43.5,2.8,NA,Werner & Seifan 2006,Heteronotia binoei,squamatetree,,
Homonota gaudichaudi,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,32,1.7,NA,Werner & Seifan 2006,Garthia gaudichaudii,squamatetree,,
Homopholis walbergii,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,97.5,4.9,NA,Werner & Seifan 2006,Homopholis walbergii,squamatetree,,
Hoplodactylus duvaucelii,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,123.4,6.4,NA,Werner & Seifan 2006,Hoplodactylus duvaucelii,squamatetree,,
Hoplodactylus granulatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,68.6,3.6,NA,Werner & Seifan 2006,Mokopirirakau granulatus,squamatetree,,
Hoplodactylus maculatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,69.6,3.7,NA,Werner & Seifan 2006,Woodworthia maculatus,squamatetree,,
Lygodactylus angolensis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,29.5,1.7,NA,Werner & Seifan 2006,Lygodactylus angolensis,squamatetree,,
Lygodactylus capensis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,29,1.7,NA,Werner & Seifan 2006,Lygodactylus capensis,squamatetree,,
Lygodactylus capensis grotei,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,38.3,1.7,NA,Werner & Seifan 2006,Lygodactylus capensis,squamatetree,,
Lygodactylus conraui,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,27.5,1.6,NA,Werner & Seifan 2006,Lygodactylus conraui,squamatetree,,
Lygodactylus fischeri,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,28,1.7,NA,Werner & Seifan 2006,Lygodactylus fischeri,squamatetree,,
Lygodactylus gutturalis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,33.4,1.8,NA,Werner & Seifan 2006,Lygodactylus gutturalis,squamatetree,,
Lygodactylus picturatus mombasicus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,33.4,1.8,NA,Werner & Seifan 2006,Lygodactylus mombasicus,squamatetree,,
Mediodactylus amictopholis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,31,1.8,NA,Werner & Seifan 2006,Mediodactylus amictopholis,squamatetree,,
Mediodactylus kotschyi orientalis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,39.8,2.7,NA,Werner & Seifan 2006,Mediodactylus kotschyi,squamatetree,,
Naultinus elegans,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,69.4,2.6,NA,Werner & Seifan 2006,Naultinus elegans,squamatetree,,
Naultinus gemmeus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,67.8,2.9,NA,Werner & Seifan 2006,Naultinus gemmeus,squamatetree,,
Naultinus manukanus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,67.7,2.8,NA,Werner & Seifan 2006,Naultinus manukanus,squamatetree,,
Naultinus stellatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,65,2.6,NA,Werner & Seifan 2006,Naultinus stellatus,squamatetree,,
Oedura lesueurii,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,53,2.9,NA,Werner & Seifan 2006,Amalosia lesueurii,squamatetree,,
Oedura marmorata,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,93.3,5.2,NA,Werner & Seifan 2006,Oedura marmorata,squamatetree,,
Oedura reticulata,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,60.7,3.3,NA,Werner & Seifan 2006,Hesperoedura reticulata,squamatetree,,
Pachydactylus bicolor,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,40,2.7,NA,Werner & Seifan 2006,Pachydactylus bicolor,squamatetree,,
Pachydactylus m. maculatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,42,2.7,NA,Werner & Seifan 2006,Pachydactylus maculatus,squamatetree,,
Pachydactylus namaquensis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,68,4.4,NA,Werner & Seifan 2006,Pachydactylus namaquensis,squamatetree,,
Pachydactylus turneri laevigatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,72.8,4.3,NA,Werner & Seifan 2006,Pachydactylus laevigatus,squamatetree,,
Phelsuma laticauda,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,54.6,2.3,NA,Werner & Seifan 2006,Phelsuma laticauda,squamatetree,,
Phelsuma parkeri,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,69,3.9,NA,Werner & Seifan 2006,Phelsuma parkeri,squamatetree,,
Phyllodactylus galapagensis,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,43,2.9,NA,Werner & Seifan 2006,Phyllodactylus galapagensis,squamatetree,,
Phyllodactylus tuberculosus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,76,4.7,NA,Werner & Seifan 2006,Phyllodactylus tuberculosus,squamatetree,,
Ptenopus garrulus maculatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,52.3,3.2,NA,Werner & Seifan 2006,Ptenopus garrulus,squamatetree,,
Ptenopus kochi,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,58.3,3.8,NA,Werner & Seifan 2006,Ptenopus kochi,squamatetree,,
Ptychozoon kuhli,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,91.5,5.4,NA,Werner & Seifan 2006,Ptychozoon kuhli,squamatetree,,
Ptyodactylus guttatus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,68.9,4.9,NA,Werner & Seifan 2006,Ptyodactylus guttatus,squamatetree,,
Ptyodactylus hasselquistii,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,73.4,4.8,NA,Werner & Seifan 2006,Ptyodactylus hasselquistii,squamatetree,,
Ptyodactylus oudrii,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,49.5,3.6,NA,Werner & Seifan 2006,Ptyodactylus oudrii,squamatetree,,
Ptyodactylus puiseuxi,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,66.6,3.9,NA,Werner & Seifan 2006,Ptyodactylus puiseuxi,squamatetree,,
Rhacodactylus leachianus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,208.5,7.8,NA,Werner & Seifan 2006,Rhacodactylus leachianus,squamatetree,,
Rhoptropus barnardi,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,41.6,2.3,NA,Werner & Seifan 2006,Rhoptropus barnardi,squamatetree,,
Stenodactylus doriae,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,54,4.7,NA,Werner & Seifan 2006,Stenodactylus doriae,squamatetree,,
Stenodactylus petrii,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,52.3,4.3,NA,Werner & Seifan 2006,Stenodactylus petrii,squamatetree,,
Stenodactylus sthenodactylus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,44.4,3.5,NA,Werner & Seifan 2006,Stenodactylus sthenodactylus,squamatetree,,
Strophurus elderi,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,40.7,2.4,NA,Werner & Seifan 2006,Strophurus elderi,squamatetree,,
﻿Teratolepis fasciata,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,52,3.5,NA,Werner & Seifan 2006,Hemidactylus imbricatus,squamatetree,,
Teratoscincus scincus,,Reptiles (Squamata),geckos,Gekkonomorpha,,NA,NA,90.1,5.8,NA,Werner & Seifan 2006,Teratoscincus scincus,squamatetree,,
Dasyatis sabina,Atlantic stingray,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,17.58,26.165,NA,NA,NA,Howland et al. 2004,,,NA,
Carcharias littoralis,Sand shark,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,35.605,30.421,NA,NA,NA,Howland et al. 2004,,,NA,
Dasyatis pastinaca,Common stingray,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,1.83,12,NA,NA,NA,Howland et al. 2004,,,NA,
Galeocerdo cuvier,Tiger shark,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,200,37.227,NA,NA,NA,Howland et al. 2004,Galeocerdo cuvier,,NA,
Negaprion brevirostris,Lemon shark,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,92.987,15,NA,NA,NA,Howland et al. 2004,,,NA,
Scyliorhinus stellaris,Cat shark,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,102.25,16,NA,NA,NA,Howland et al. 2004,,,NA,
Torpedo torpedo,Common torpedo,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.345,9.132,NA,NA,NA,Howland et al. 2004,Torpedo torpedo,,NA,
Alopias superciliosus ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,62.73,62.1,NA,NA,NA,Lisney & Collin 2007,Alopias superciliosus,sharktree,,
Aptychotrema rostrata ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.8,15.5,NA,NA,NA,Lisney & Collin 2007,Aptychotrema rostrata,sharktree,,
Asymbolus analis,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.32,13.3,NA,NA,NA,Lisney & Collin 2007,Asymbolus analis,sharktree,,
Asymbolus rubiginosus ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.26,13,NA,NA,NA,Lisney & Collin 2007,Asymbolus rubiginosus,sharktree,,
Carcharhinus amblyrhynchos ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,20.6,26.2,NA,NA,NA,Lisney & Collin 2007,Carcharhinus amblyrhynchos,sharktree,,
Carcharhinus falciformis ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,97.96,35.2,NA,NA,NA,Lisney & Collin 2007,Carcharhinus falciformis,sharktree,,
Carcharhinus leucas ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,72.85,20.5,NA,NA,NA,Lisney & Collin 2007,Carcharhinus leucas,sharktree,,
Carcharhinus melanopterus ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,7.65,20.5,NA,NA,NA,Lisney & Collin 2007,Carcharhinus melanopterus,sharktree,,
Carcharhinus plumbeus ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,16.4,21.2,NA,NA,NA,Lisney & Collin 2007,Carcharhinus plumbeus,sharktree,,
Carcharias taurus ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,152.3,18.3,NA,NA,NA,Lisney & Collin 2007,Carcharias taurus,sharktree,,
Carcharodon carcharias ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,727.27,37.1,NA,NA,NA,Lisney & Collin 2007,Carcharodon carcharias,sharktree,,
Centroscymnus coelolepis ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,2.58,25.3,NA,NA,NA,Lisney & Collin 2007,Centroscymnus coelolepis,sharktree,,
Chiloscyllium punctatum ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.7,11.9,NA,NA,NA,Lisney & Collin 2007,Chiloscyllium punctatum,sharktree,,
Dasyatis fluviorum ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,3.14,13.8,NA,NA,NA,Lisney & Collin 2007,Dasyatis fluviorum,sharktree,,
Dasyatis kuhlii ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,2.96,18.5,NA,NA,NA,Lisney & Collin 2007,Neotrygon kuhlii,sharktree,,
Dipturus polyommata ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.23,9.12,NA,NA,NA,Lisney & Collin 2007,Dipturus polyommata,sharktree,,
Etmopterus pusillus ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.99,19.3,NA,NA,NA,Lisney & Collin 2007,Etmopterus pusillus,sharktree,,
Etmopterus spinax ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.43,15.3,NA,NA,NA,Lisney & Collin 2007,Etmopterus spinax,sharktree,,
Galeocerdo cuvier ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,148.6,29.5,NA,NA,NA,Lisney & Collin 2007,Galeocerdo cuvier,sharktree,,
Galeus boardmani ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.2,13.2,NA,NA,NA,Lisney & Collin 2007,Figaro boardmani,sharktree,,
Galeus melastomas ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.15,14.4,NA,NA,NA,Lisney & Collin 2007,Galeus melastomus,sharktree,,
Gymnura australis ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,2.89,11.9,NA,NA,NA,Lisney & Collin 2007,Gymnura australis,sharktree,,
Hemigaleus microstoma ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,2.33,14.8,NA,NA,NA,Lisney & Collin 2007,Hemigaleus microstoma,sharktree,,
Hemiscyllium ocellatum ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.7,10.6,NA,NA,NA,Lisney & Collin 2007,Hemiscyllium ocellatum,sharktree,,
Himantura fai ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,10.75,17.1,NA,NA,NA,Lisney & Collin 2007,Himantura fai,sharktree,,
Himantura sp. ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,4.9,16.2,NA,NA,NA,Lisney & Collin 2007,,,,
Hypnos monopterygium ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,1.68,7,NA,NA,NA,Lisney & Collin 2007,Hypnos monopterygius,sharktree,,
Isistius brasiliensis ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.62,12.4,NA,NA,NA,Lisney & Collin 2007,Isistius brasiliensis,sharktree,,
Isurus oxyrinchus ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,232,35.2,NA,NA,NA,Lisney & Collin 2007,Isurus oxyrinchus,sharktree,,
Orectolobus ornatus ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,3.24,13.7,NA,NA,NA,Lisney & Collin 2007,Orectolobus ornatus,sharktree,,
Pastinachus sephen ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,15,17.9,NA,NA,NA,Lisney & Collin 2007,Pastinachus sephen,sharktree,,
Pavoraja sp. E ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.26,9.2,NA,NA,NA,Lisney & Collin 2007,,,,
Pavoraja sp. E ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,1.83,12,NA,NA,NA,Lisney & Collin 2007,,,,
Prionace glauca ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,56.23,36.9,NA,NA,NA,Lisney & Collin 2007,Prionace glauca,sharktree,,
Pristiophorus sp. B ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.7,12,NA,NA,NA,Lisney & Collin 2007,,,,
Pseudocarcharias kamoharai ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,3.9,27.7,NA,NA,NA,Lisney & Collin 2007,Pseudocarcharias kamoharai,sharktree,,
Rhinobatos typus ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,11.72,16.1,NA,NA,NA,Lisney & Collin 2007,Glaucostegus typus,sharktree,,
Scyliorhinus canicula ,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,0.37,11.6,NA,NA,NA,Lisney & Collin 2007,Scyliorhinus canicula,sharktree,,
Sphyrna lewini,,Sharks/rays (Elasmobranchii),sharks & rays,Elasmobranchii,,25,25.5,NA,NA,NA,Lisney & Collin 2007,Sphyrna lewini,sharktree,,
